0 8.936461e-06 -7.228229e+02 -7.228199e+02
1 5.261993e-06 -7.228222e+02 -7.228199e+02
2 2.992449e-06 -7.228215e+02 -7.228198e+02
3 1.567282e-06 -7.228210e+02 -7.228197e+02
4 6.922833e-07 -7.228207e+02 -7.228198e+02
5 2.209812e-07 -7.228205e+02 -7.228201e+02
6 3.584663e-08 -7.228206e+02 -7.228204e+02
7 6.268302e-10 -7.228208e+02 -7.228208e+02
8 2.135642e-11 -7.228211e+02 -7.228211e+02
9 2.139825e-09 -7.228215e+02 -7.228215e+02

0 3.382362e-06 -7.228217e+02 -7.228199e+02
1 1.307884e-06 -7.228210e+02 -7.228199e+02
2 3.359282e-07 -7.228204e+02 -7.228198e+02
3 1.033019e-08 -7.228198e+02 -7.228197e+02
4 1.012718e-07 -7.228195e+02 -7.228198e+02
5 4.626345e-07 -7.228194e+02 -7.228201e+02
6 9.233586e-07 -7.228194e+02 -7.228204e+02
7 1.266072e-06 -7.228196e+02 -7.228208e+02
8 1.333665e-06 -7.228200e+02 -7.228211e+02
9 1.218714e-06 -7.228204e+02 -7.228215e+02

0 4.144260e-06 -7.228219e+02 -7.228199e+02
1 1.796281e-06 -7.228212e+02 -7.228199e+02
2 6.025173e-07 -7.228206e+02 -7.228198e+02
3 8.896137e-08 -7.228200e+02 -7.228197e+02
4 1.478821e-08 -7.228197e+02 -7.228198e+02
5 2.338191e-07 -7.228196e+02 -7.228201e+02
6 5.841444e-07 -7.228196e+02 -7.228204e+02
7 8.622580e-07 -7.228198e+02 -7.228208e+02
8 9.181972e-07 -7.228202e+02 -7.228211e+02
9 8.232617e-07 -7.228206e+02 -7.228215e+02

0 4.008539e-06 -7.228219e+02 -7.228199e+02
1 1.707314e-06 -7.228212e+02 -7.228199e+02
2 5.514666e-07 -7.228205e+02 -7.228198e+02
3 7.004078e-08 -7.228200e+02 -7.228197e+02
4 2.409271e-08 -7.228197e+02 -7.228198e+02
5 2.674541e-07 -7.228195e+02 -7.228201e+02
6 6.366511e-07 -7.228196e+02 -7.228204e+02
