0 0.003064 0.072593 0.155192 0.252216 0.357877 0.458235 0.576240 0.537070 0.000681 0.000339 0.000519 0.000177 0.086975 0.043703 0.066271 0.022999 0.252250 0.129123 0.191789 0.068662 0.386295 0.204496 0.292263 0.110465 0.203814 0.048116 0.076185 0.005730 0.433288 0.243539 0.324498 0.134749 0.226854 0.058177 0.086035 0.005122 0.354380 0.228030 0.258394 0.132044 0.180564 0.056666 0.070191 0.002755 0.191447 0.152019 0.132288 0.092859 0.091314 0.039938 0.037228 0.000871 
1 0.003058 0.072551 0.155278 0.252558 0.358375 0.458162 0.571860 0.523451 0.000681 0.000340 0.000519 0.000178 0.087044 0.043811 0.066294 0.023060 0.252804 0.129440 0.192187 0.068823 0.387712 0.204904 0.293435 0.110628 0.204679 0.048177 0.076530 0.005750 0.435513 0.243720 0.326507 0.134714 0.228484 0.058138 0.086769 0.005145 0.356896 0.227328 0.260967 0.131399 0.182852 0.056338 0.071305 0.002770 0.193174 0.150111 0.134494 0.091431 0.093488 0.039245 0.038373 0.000868 
2 0.003060 0.072641 0.155553 0.253152 0.359401 0.459410 0.571501 0.518003 0.000683 0.000342 0.000520 0.000179 0.087345 0.044014 0.066513 0.023182 0.253885 0.130068 0.193009 0.069192 0.389799 0.205924 0.295091 0.111216 0.205913 0.048483 0.077147 0.005828 0.438554 0.244907 0.329022 0.135375 0.230450 0.058478 0.087734 0.005234 0.360608 0.228240 0.264201 0.131833 0.185508 0.056546 0.072616 0.002841 0.196367 0.150210 0.137462 0.091305 0.096044 0.039142 0.039694 0.000894 
3 0.003062 0.072743 0.155868 0.253883 0.360893 0.462065 0.576040 0.522919 0.000685 0.000343 0.000522 0.000180 0.087653 0.044279 0.066726 0.023352 0.255004 0.130947 0.193811 0.069753 0.392022 0.207512 0.296733 0.112224 0.207066 0.049041 0.077712 0.005969 0.441947 0.247136 0.331584 0.136774 0.232318 0.059227 0.088625 0.005401 0.365140 0.230982 0.267659 0.133502 0.188092 0.057366 0.073848 0.002978 0.200822 0.152722 0.140854 0.092755 0.098601 0.039746 0.040976 0.000953 
4 0.003079 0.073062 0.156454 0.254836 0.362690 0.465707 0.584507 0.536454 0.000690 0.000346 0.000526 0.000182 0.088281 0.044633 0.067211 0.023564 0.256750 0.132072 0.195131 0.070452 0.394772 0.209543 0.298750 0.113522 0.208461 0.049775 0.078294 0.006169 0.445592 0.250120 0.334167 0.138696 0.234071 0.060273 0.089342 0.005639 0.369918 0.235121 0.270913 0.136116 0.190253 0.058657 0.074751 0.003178 0.205934 0.157214 0.144219 0.095499 0.100798 0.040928 0.041985 0.001045 
5 0.003083 0.073174 0.156775 0.255602 0.364528 0.470009 0.596388 0.558122 0.000692 0.000348 0.000527 0.000183 0.088558 0.044938 0.067389 0.023769 0.257710 0.133145 0.195739 0.071174 0.396634 0.211680 0.299903 0.114949 0.209067 0.050609 0.078310 0.006420 0.448493 0.253549 0.335901 0.140957 0.234966 0.061513 0.089403 0.005939 0.374247 0.240373 0.273359 0.139485 0.191466 0.060303 0.074955 0.003425 0.211113 0.163511 0.147022 0.099421 0.102154 0.042618 0.042393 0.001159 
6 0.003083 0.073235 0.157020 0.256266 0.366259 0.474455 0.609987 0.584518 0.000693 0.000350 0.000527 0.000184 0.088729 0.045212 0.067476 0.023959 0.258390 0.134149 0.196101 0.071860 0.398035 0.213767 0.300624 0.116356 0.209270 0.051441 0.077932 0.006701 0.450728 0.257057 0.336953 0.143282 0.235198 0.062783 0.088891 0.006269 0.377802 0.246095 0.274877 0.143170 0.191719 0.062079 0.074442 0.003690 0.215900 0.170837 0.149071 0.104009 0.102609 0.044578 0.042156 0.001278 
7 0.003088 0.073353 0.157293 0.256850 0.367767 0.478605 0.623554 0.611703 0.000695 0.000352 0.000529 0.000186 0.088974 0.045462 0.067637 0.024125 0.259100 0.135050 0.196514 0.072463 0.399194 0.215654 0.301159 0.117619 0.209314 0.052187 0.077336 0.006980 0.452361 0.260313 0.337485 0.145437 0.234976 0.063945 0.088000 0.006591 0.380494 0.251659 0.275586 0.146752 0.191241 0.063769 0.073427 0.003934 0.220041 0.178314 0.150420 0.108693 0.102372 0.046551 0.041451 0.001381 
8 0.003093 0.073461 0.157518 0.257298 0.368945 0.482027 0.635057 0.634591 0.000697 0.000353 0.000530 0.000186 0.089186 0.045657 0.067781 0.024252 0.259666 0.135757 0.196841 0.072932 0.400025 0.217156 0.301489 0.118620 0.209245 0.052773 0.076686 0.007223 0.453445 0.262969 0.337662 0.147187 0.234547 0.064869 0.087024 0.006863 0.382396 0.256356 0.275802 0.149761 0.190471 0.065151 0.072299 0.004125 0.223385 0.184825 0.151310 0.112749 0.101876 0.048227 0.040631 0.001452 
9 0.003097 0.073540 0.157676 0.257602 0.369749 0.484415 0.642845 0.648792 0.000698 0.000354 0.000531 0.000187 0.089346 0.045789 0.067892 0.024335 0.260077 0.136236 0.197084 0.073243 0.400589 0.218180 0.301700 0.119291 0.209177 0.053150 0.076162 0.007398 0.454124 0.264798 0.337704 0.148378 0.234174 0.065468 0.086246 0.007049 0.383648 0.259636 0.275851 0.151839 0.189831 0.066060 0.071414 0.004237 0.225800 0.189389 0.151964 0.115553 0.101519 0.049342 0.040009 0.001482 
