0 2.787993e-07      -1.168602      -1.168074
1 1.326039e-06      -1.168664      -1.169816
2 1.743972e-06      -1.168745      -1.170066
3 5.882754e-07      -1.168811      -1.168044
4 2.330086e-06      -1.168824      -1.167298
5 3.092156e-07      -1.168778      -1.169334
6 2.402392e-06      -1.168699      -1.170249
7 4.825965e-08      -1.168625      -1.168845
8 1.536737e-06      -1.168584      -1.167344
9 1.256852e-06      -1.168586      -1.167465
10 2.075565e-07      -1.168632      -1.169088
11 2.472745e-06      -1.168710      -1.170282
12 6.572709e-08      -1.168788      -1.169044
13 2.629916e-06      -1.168827      -1.167205
14 2.169347e-07      -1.168804      -1.168338
15 2.082508e-06      -1.168734      -1.170177
16 9.204504e-07      -1.168655      -1.169614
17 5.408797e-07      -1.168597      -1.167862
18 1.946507e-06      -1.168580      -1.167185
19 9.376711e-08      -1.168608      -1.168302
20 1.718205e-06      -1.168674      -1.169985
21 1.231859e-06      -1.168756      -1.169866
22 1.093291e-06      -1.168817      -1.167771
23 1.741722e-06      -1.168821      -1.167501
24 6.799530e-07      -1.168767      -1.169592
25 2.103280e-06      -1.168688      -1.170138
26 7.232861e-10      -1.168618      -1.168591
27 1.730635e-06      -1.168583      -1.167267
28 8.938585e-07      -1.168591      -1.167646
29 4.807770e-07      -1.168643      -1.169336
30 2.331302e-06      -1.168721      -1.170248
31 8.042734e-09      -1.168796      -1.168706
32 2.662059e-06      -1.168827      -1.167195
33 1.948858e-08      -1.168796      -1.168656
34 2.300071e-06      -1.168722      -1.170239
35 5.269693e-07      -1.168645      -1.169371
36 8.582105e-07      -1.168593      -1.167667
37 1.693553e-06      -1.168582      -1.167281
38 4.803036e-09      -1.168616      -1.168547
39 2.030541e-06      -1.168686      -1.170111
40 7.349771e-07      -1.168767      -1.169624
41 1.673409e-06      -1.168821      -1.167527
42 1.091035e-06      -1.168816      -1.167771
43 1.091881e-06      -1.168756      -1.169801
44 1.714182e-06      -1.168677      -1.169986
45 6.944277e-08      -1.168612      -1.168348
46 1.874437e-06      -1.168582      -1.167213
47 5.217897e-07      -1.168597      -1.167875
48 8.185870e-07      -1.168653      -1.169558
49 2.007045e-06      -1.168733      -1.170150
50 1.715150e-07      -1.168803      -1.168389
51 2.530841e-06      -1.168825      -1.167234
52 4.745749e-08      -1.168786      -1.169004
53 2.259724e-06      -1.168711      -1.170214
54 2.300855e-07      -1.168636      -1.169116
55 1.125920e-06      -1.168590      -1.167529
56 1.456619e-06      -1.168586      -1.167379
57 4.650991e-08      -1.168625      -1.168841
58 2.139866e-06      -1.168698      -1.170161
59 3.124220e-07      -1.168777      -1.169336
60 2.111157e-06      -1.168823      -1.167370
61 5.817025e-07      -1.168809      -1.168046
62 1.573637e-06      -1.168745      -1.169999
63 1.190539e-06      -1.168666      -1.169757
64 2.171380e-07      -1.168606      -1.168140
65 1.891170e-06      -1.168583      -1.167208
66 2.453051e-07      -1.168604      -1.168109
67 1.244251e-06      -1.168665      -1.169780
68 1.464654e-06      -1.168745      -1.169955
69 4.870262e-07      -1.168810      -1.168112
70 2.203154e-06      -1.168822      -1.167338
71 3.187718e-07      -1.168775      -1.169340
72 2.081753e-06      -1.168698      -1.170141
73 3.865365e-08      -1.168627      -1.168824
74 1.288759e-06      -1.168588      -1.167453
75 1.216786e-06      -1.168591      -1.167488
76 2.883277e-07      -1.168636      -1.169173
77 2.037176e-06      -1.168711      -1.170138
78 4.783317e-08      -1.168786      -1.169005
79 2.328804e-06      -1.168824      -1.167298
80 2.175916e-07      -1.168801      -1.168335
81 2.132635e-06      -1.168733      -1.170193
82 6.423990e-07      -1.168655      -1.169456
83 4.203800e-07      -1.168599      -1.167951
84 1.790427e-06      -1.168584      -1.167246
85 7.616134e-08      -1.168613      -1.168337
86 1.783266e-06      -1.168678      -1.170013
87 8.673862e-07      -1.168757      -1.169688
88 9.050240e-07      -1.168814      -1.167863
89 1.715902e-06      -1.168818      -1.167508
90 7.386041e-07      -1.168766      -1.169625
91 1.881774e-06      -1.168687      -1.170059
92 8.808246e-09      -1.168619      -1.168525
93 1.418246e-06      -1.168585      -1.167394
94 9.313938e-07      -1.168595      -1.167630
95 6.313461e-07      -1.168646      -1.169441
96 1.919649e-06      -1.168723      -1.170109
97 1.469491e-08      -1.168795      -1.168674
98 2.380238e-06      -1.168824      -1.167281
99 2.453926e-08      -1.168793      -1.168636
100 2.401700e-06      -1.168721      -1.170271
101 3.136848e-07      -1.168646      -1.169206
102 6.544688e-07      -1.168595      -1.167786
103 1.657090e-06      -1.168585      -1.167298
104 2.917029e-10      -1.168620      -1.168603
105 2.049663e-06      -1.168689      -1.170121
106 4.588356e-07      -1.168768      -1.169445
107 1.338983e-06      -1.168818      -1.167661
108 1.171827e-06      -1.168813      -1.167730
109 1.223943e-06      -1.168755      -1.169861
110 1.454847e-06      -1.168677      -1.169883
111 9.040088e-08      -1.168613      -1.168312
112 1.540815e-06      -1.168584      -1.167343
113 5.830341e-07      -1.168601      -1.167837
114 1.016213e-06      -1.168657      -1.169665
115 1.567659e-06      -1.168735      -1.169987
116 1.561402e-07      -1.168802      -1.168407
117 2.332042e-06      -1.168822      -1.167295
118 4.010318e-08      -1.168784      -1.168984
119 2.315242e-06      -1.168710      -1.170232
120 1.125835e-07      -1.168637      -1.168973
121 8.515277e-07      -1.168592      -1.167669
122 1.518030e-06      -1.168588      -1.167356
123 8.427281e-08      -1.168629      -1.168919
124 2.007230e-06      -1.168701      -1.170118
125 1.925699e-07      -1.168777      -1.169216
126 1.740297e-06      -1.168820      -1.167501
127 6.853170e-07      -1.168806      -1.167978
128 1.766139e-06      -1.168744      -1.170073
129 9.072997e-07      -1.168667      -1.169620
130 1.824691e-07      -1.168607      -1.168180
131 1.673446e-06      -1.168585      -1.167291
132 2.809322e-07      -1.168607      -1.168077
133 1.426234e-06      -1.168668      -1.169862
134 1.072806e-06      -1.168746      -1.169782
135 3.654396e-07      -1.168808      -1.168203
136 2.162912e-06      -1.168819      -1.167348
137 2.890496e-07      -1.168774      -1.169312
138 2.052431e-06      -1.168700      -1.170133
139 1.269286e-08      -1.168630      -1.168743
140 9.924568e-07      -1.168589      -1.167593
141 1.292490e-06      -1.168592      -1.167455
142 3.276377e-07      -1.168639      -1.169211
143 1.812550e-06      -1.168713      -1.170059
144 3.952290e-08      -1.168785      -1.168984
145 2.038393e-06      -1.168821      -1.167393
146 2.792005e-07      -1.168798      -1.168270
147 2.123974e-06      -1.168734      -1.170191
148 4.967199e-07      -1.168659      -1.169364
149 2.854062e-07      -1.168603      -1.168069
150 1.722924e-06      -1.168586      -1.167273
151 6.907187e-08      -1.168614      -1.168351
152 1.674750e-06      -1.168679      -1.169973
153 6.711160e-07      -1.168757      -1.169576
154 6.414569e-07      -1.168812      -1.168011
155 1.773659e-06      -1.168814      -1.167482
156 6.910070e-07      -1.168764      -1.169595
157 1.596209e-06      -1.168691      -1.169954
158 2.812295e-09      -1.168625      -1.168572
159 1.156917e-06      -1.168590      -1.167514
160 9.148238e-07      -1.168597      -1.167641
161 6.496768e-07      -1.168648      -1.169454
162 1.463019e-06      -1.168723      -1.169933
163 9.665125e-10      -1.168793      -1.168762
164 2.207612e-06      -1.168820      -1.167334
165 2.506554e-08      -1.168789      -1.168631
