0 1.253399e-06    -722.821003    -722.819883
1 1.295465e-06    -722.821000    -722.819862
2 1.485031e-06    -722.820998    -722.819779
3 1.581730e-06    -722.821002    -722.819744
4 1.373085e-06    -722.821000    -722.819828
5 8.981177e-07    -722.820999    -722.820051
6 3.751927e-07    -722.820999    -722.820386
7 5.211907e-08    -722.820999    -722.820771
8 1.909866e-08    -722.821001    -722.821139
9 2.311376e-07    -722.820996    -722.821477
10 7.620929e-07    -722.820998    -722.821871
11 2.136810e-06    -722.820999    -722.822461
12 5.269760e-06    -722.820999    -722.823295
13 1.021223e-05    -722.820998    -722.824194
14 1.431109e-05    -722.820996    -722.824779
15 1.373802e-05    -722.820993    -722.824699
16 8.391767e-06    -722.820988    -722.823885
17 2.758328e-06    -722.820983    -722.822644
18 2.863090e-07    -722.820978    -722.821513
19 4.466100e-11    -722.820973    -722.820966
20 3.542852e-08    -722.820968    -722.821156
21 7.981108e-07    -722.820970    -722.821863
22 2.838476e-06    -722.820966    -722.822651
23 4.507569e-06    -722.820964    -722.823087
24 3.792026e-06    -722.820963    -722.822910
25 1.200204e-06    -722.820962    -722.822058
26 6.096541e-08    -722.820963    -722.820716
27 2.888646e-06    -722.820964    -722.819264
28 7.712024e-06    -722.820964    -722.818187
29 9.596739e-06    -722.820964    -722.817866
30 6.696696e-06    -722.820963    -722.818375
31 2.451933e-06    -722.820961    -722.819395
32 3.172673e-07    -722.820958    -722.820395
33 3.285833e-09    -722.820955    -722.820898
34 7.639608e-08    -722.820952    -722.820676
35 1.349853e-06    -722.820950    -722.819788
36 5.943398e-06    -722.820948    -722.818510
37 1.378535e-05    -722.820947    -722.817234
38 2.102106e-05    -722.820947    -722.816362
39 2.255362e-05    -722.820948    -722.816199
40 1.691254e-05    -722.820950    -722.816838
41 8.174348e-06    -722.820954    -722.818095
42 1.939523e-06    -722.820959    -722.819566
43 2.100002e-08    -722.820964    -722.820819
44 4.194349e-07    -722.820969    -722.821617
45 1.128925e-06    -722.820974    -722.822037
46 1.891108e-06    -722.820979    -722.822354
47 3.265095e-06    -722.820982    -722.822789
48 5.465968e-06    -722.820984    -722.823322
49 7.578935e-06    -722.820985    -722.823738
50 8.172698e-06    -722.820985    -722.823844
51 7.001265e-06    -722.820985    -722.823631
52 5.208483e-06    -722.820985    -722.823267
53 3.924860e-06    -722.820985    -722.822966
54 3.453905e-06    -722.820986    -722.822844
55 3.482072e-06    -722.820987    -722.822853
56 3.351424e-06    -722.820989    -722.822820
57 2.425566e-06    -722.820993    -722.822550
58 9.012517e-07    -722.820997    -722.821946
59 3.686133e-09    -722.821001    -722.821062
60 8.300161e-07    -722.821006    -722.820095
61 2.963310e-06    -722.821010    -722.819289
62 4.400978e-06    -722.821014    -722.818916
63 3.563950e-06    -722.821016    -722.819128
64 1.357495e-06    -722.821016    -722.819851
65 6.586869e-08    -722.821015    -722.820758
66 1.401148e-07    -722.821012    -722.821386
67 1.386565e-07    -722.821008    -722.821380
68 1.089078e-07    -722.821003    -722.820673
69 2.262953e-06    -722.820998    -722.819494
70 7.606422e-06    -722.820994    -722.818236
71 1.369267e-05    -722.820990    -722.817290
72 1.663620e-05    -722.820988    -722.816909
73 1.463305e-05    -722.820986    -722.817161
74 9.333823e-06    -722.820986    -722.817931
75 4.097055e-06    -722.820987    -722.818963
76 1.115245e-06    -722.820989    -722.819933
77 2.120973e-07    -722.820992    -722.820531
78 1.089334e-07    -722.820994    -722.820664
79 2.190006e-07    -722.820996    -722.820528
80 1.942517e-07    -722.820997    -722.820556
81 2.312367e-08    -722.820996    -722.821148
82 1.853911e-06    -722.820993    -722.822355
83 7.928013e-06    -722.820989    -722.823805
84 1.564953e-05    -722.820984    -722.824940
85 1.917473e-05    -722.820978    -722.825357
86 1.624065e-05    -722.820972    -722.825002
87 1.008482e-05    -722.820966    -722.824142
88 4.904156e-06    -722.820961    -722.823176
89 2.238714e-06    -722.820958    -722.822454
90 1.467742e-06    -722.820955    -722.822167
91 1.880197e-06    -722.820955    -722.822326
92 3.390482e-06    -722.820956    -722.822797
93 5.569778e-06    -722.820958    -722.823318
94 7.132550e-06    -722.820961    -722.823632
95 6.706971e-06    -722.820965    -722.823555
96 4.494276e-06    -722.820969    -722.823089
97 2.125495e-06    -722.820972    -722.822430
98 7.364078e-07    -722.820974    -722.821832
99 1.980234e-07    -722.820974    -722.821419
100 2.235619e-08    -722.820972    -722.821122
101 2.739137e-08    -722.820970    -722.820804
102 3.030045e-07    -722.820965    -722.820415
103 8.738882e-07    -722.820961    -722.820026
104 1.500830e-06    -722.820956    -722.819731
105 1.931346e-06    -722.820952    -722.819562
106 2.149711e-06    -722.820948    -722.819482
107 2.306854e-06    -722.820946    -722.819427
108 2.540621e-06    -722.820945    -722.819351
109 2.912589e-06    -722.820946    -722.819239
110 3.474177e-06    -722.820948    -722.819084
111 4.308071e-06    -722.820952    -722.818876
112 5.406954e-06    -722.820956    -722.818631
113 6.162229e-06    -722.820955    -722.818473
114 5.614550e-06    -722.820961    -722.818591
115 3.272685e-06    -722.820965    -722.819156
116 7.084321e-07    -722.820969    -722.820127
117 3.450205e-08    -722.820971    -722.821157
118 5.808904e-07    -722.820973    -722.821735
119 2.563772e-07    -722.820974    -722.821480
120 3.492949e-07    -722.820974    -722.820383
121 4.533377e-06    -722.820974    -722.818845
122 1.207850e-05    -722.820974    -722.817499
123 1.651593e-05    -722.820975    -722.816911
124 1.321388e-05    -722.820976    -722.817341
125 5.405304e-06    -722.820978    -722.818653
126 3.087202e-07    -722.820981    -722.820425
127 1.331264e-06    -722.820984    -722.822138
128 5.661891e-06    -722.820989    -722.823368
129 8.512638e-06    -722.820993    -722.823911
130 8.029899e-06    -722.820998    -722.823832
131 5.929882e-06    -722.821003    -722.823438
132 4.568340e-06    -722.821007    -722.823144
133 4.993962e-06    -722.821009    -722.823244
134 7.525668e-06    -722.821011    -722.823754
135 1.163491e-05    -722.821011    -722.824422
136 1.526908e-05    -722.821010    -722.824918
137 1.607742e-05    -722.821009    -722.825019
138 1.348325e-05    -722.821008    -722.824680
139 8.940875e-06    -722.821007    -722.823997
140 4.511139e-06    -722.821006    -722.823130
141 1.605834e-06    -722.821006    -722.822273
142 3.879203e-07    -722.821006    -722.821629
143 1.345252e-07    -722.821007    -722.821374
144 3.070678e-07    -722.821009    -722.821563
145 1.128113e-06    -722.821011    -722.822073
146 2.663694e-06    -722.821013    -722.822645
147 4.126744e-06    -722.821015    -722.823046
148 4.895866e-06    -722.821015    -722.823228
149 5.336784e-06    -722.821015    -722.823325
150 6.116389e-06    -722.821013    -722.823486
151 7.217893e-06    -722.821009    -722.823696
152 7.708161e-06    -722.821005    -722.823781
153 6.635640e-06    -722.820999    -722.823575
154 4.376482e-06    -722.820993    -722.823085
155 2.353163e-06    -722.820987    -722.822521
156 1.427001e-06    -722.820981    -722.822176
157 1.688393e-06    -722.820977    -722.822276
158 3.557652e-06    -722.820973    -722.822859
159 7.771659e-06    -722.820970    -722.823758
160 1.373512e-05    -722.820969    -722.824675
161 1.875927e-05    -722.820969    -722.825300
162 1.997458e-05    -722.820970    -722.825439
163 1.699702e-05    -722.820971    -722.825094
164 1.226430e-05    -722.820973    -722.824475
165 8.659692e-06    -722.820974    -722.823917
166 7.520334e-06    -722.820975    -722.823717
167 8.911032e-06    -722.820974    -722.823959
168 1.192498e-05    -722.820972    -722.824425
169 1.398391e-05    -722.820968    -722.824708
170 1.219064e-05    -722.820964    -722.824456
171 6.873727e-06    -722.820960    -722.823582
172 1.816621e-06    -722.820956    -722.822304
173 4.513477e-09    -722.820953    -722.821020
174 6.634375e-07    -722.820951    -722.820136
175 1.076567e-06    -722.820950    -722.819912
176 3.082620e-07    -722.820950    -722.820395
177 2.241703e-07    -722.820953    -722.821426
178 3.011898e-06    -722.820957    -722.822692
179 8.071349e-06    -722.820962    -722.823803
180 1.177457e-05    -722.820969    -722.824400
181 1.091111e-05    -722.820976    -722.824279
182 6.584441e-06    -722.820983    -722.823549
183 2.697929e-06    -722.820989    -722.822632
184 1.145587e-06    -722.820995    -722.822065
185 1.358861e-06    -722.820998    -722.822164
186 3.213863e-06    -722.821000    -722.822793
187 6.022974e-06    -722.821001    -722.823455
188 6.815585e-06    -722.821000    -722.823611
189 3.959139e-06    -722.820999    -722.822989
190 4.816659e-07    -722.820998    -722.821692
191 8.062517e-07    -722.820997    -722.820099
192 5.416594e-06    -722.820996    -722.818669
193 1.046873e-05    -722.820997    -722.817761
194 1.192062e-05    -722.820998    -722.817545
195 9.118329e-06    -722.821000    -722.817980
196 4.573409e-06    -722.821003    -722.818864
197 1.236691e-06    -722.821006    -722.819894
198 5.188551e-08    -722.821010    -722.820782
199 1.375229e-07    -722.821013    -722.821384

0 2.147527e-06    -722.821348    -722.819883
1 2.202482e-06    -722.821346    -722.819862
2 2.447690e-06    -722.821344    -722.819779
3 2.571403e-06    -722.821348    -722.819744
4 2.303346e-06    -722.821346    -722.819828
5 1.673354e-06    -722.821345    -722.820051
6 9.185702e-07    -722.821344    -722.820386
7 3.296907e-07    -722.821345    -722.820771
8 4.313640e-08    -722.821347    -722.821139
9 1.819175e-08    -722.821342    -722.821477
10 2.778221e-07    -722.821344    -722.821871
11 1.245216e-06    -722.821345    -722.822461
12 3.801349e-06    -722.821345    -722.823295
13 8.121168e-06    -722.821344    -722.824194
14 1.181372e-05    -722.821342    -722.824779
15 1.129358e-05    -722.821338    -722.824699
16 6.507416e-06    -722.821334    -722.823885
17 1.729042e-06    -722.821329    -722.822644
18 3.579194e-08    -722.821324    -722.821513
19 1.243083e-07    -722.821319    -722.820966
20 2.485865e-08    -722.821314    -722.821156
21 2.997338e-07    -722.821316    -722.821863
22 1.792618e-06    -722.821312    -722.822651
23 3.158485e-06    -722.821310    -722.823087
24 2.564551e-06    -722.821309    -722.822910
25 5.619713e-07    -722.821308    -722.822058
26 3.514150e-07    -722.821309    -722.820716
27 4.184041e-06    -722.821309    -722.819264
28 9.752779e-06    -722.821310    -722.818187
29 1.185942e-05    -722.821310    -722.817866
30 8.606528e-06    -722.821309    -722.818375
31 3.654811e-06    -722.821307    -722.819395
32 8.265643e-07    -722.821304    -722.820395
33 1.625808e-07    -722.821301    -722.820898
34 3.872440e-07    -722.821298    -722.820676
35 2.273228e-06    -722.821296    -722.819788
36 7.749540e-06    -722.821294    -722.818510
